anime_id,Name,Genres,prediction
2031,Shining Tears X Wind,"Action, Adventure, Fantasy",1
"(Source: ANN)\"",TV,Finished Airing,0
2032,Wellber no Monogatari: Sisters of Wellber,"Action, Adventure, Comedy, Drama, Fantasy",1
However,Rita stabbed her groom to be and ran away. Infuriated,,0
Meanwhile,the woman thief Tina sneaks into Castle Wellber,,0
Whether it be by coincidence or necessity,"Tina receives information that the \"\"Wasp Man\"\" she was after is in Greedom",,0
Tina agrees to become Rita`s bodyguard as they head out to Greedom. Shouldering their fate and destiny,the two meet,,0
"(Source: AniDB)\"",TV,Finished Airing,0
2033,Tamala 2010: A Punk Cat in Space,"Avant Garde, Comedy, Sci-Fi",1
As Tamala and Michaelangelo explore the planet's capital,Hate City—which is under martial law to separate the feuding cat and dog populations—they pass by graffiti and museum exhibits about the ancient cult of Minerva that speak of something dark and sinister. After Tamala catches the eye of the extremely violent motorcycle-riding Kentauros,Movie,0
2034,Lovely★Complex,"Comedy, Romance",1
Lovely★Complex follows Koizumi and Ootani as they encourage each other in finding love and become close friends. Apart from their ridiculous antics,they soon find out an unexpected similarity in their music and fashion tastes. Maybe they possess a chemistry yet unknown,"Apr 7, 2007 to Sep 29, 2007",0
2035,Eikoku Koi Monogatari Emma: Molders-hen,"Drama, Romance",1
Meanwhile,back in London,whenever he feels at his worst,0
"(Source: RightStuf)\"",TV,Finished Airing,0
2036,Cosmic Baton Girl Comet-san☆,"Adventure, Comedy, Drama, Sci-Fi",1
"(Source: ANN)\"",TV,Finished Airing,0
2037,Hime-chan no Ribbon,"Comedy, Fantasy, Romance",1
"(Source: ANN)\"",TV,Finished Airing,0
2038,Mahou no Star Magical Emi,"Comedy, Slice of Life",0
2039,Mahou no Yousei Persia,Comedy,1
"(Source: ANN)\"",TV,Finished Airing,0
2040,Mahou no Angel Sweet Mint,UNKNOWN,1
On her 12th birthday,after a gala celebration with her father the King and her mother,"who runs a gift shop on Earth called \"\"Happiness Shop\"\".",0
"(Source: AniDB)\"",TV,Finished Airing,0
2041,Ai to Yuuki no Pig Girl Tonde Buurin,"Comedy, Fantasy, Romance",0
One fateful day,Karin,he revealed that he is a prince,0
2042,Five Star Stories,"Action, Drama, Fantasy, Sci-Fi",1
"(Source: ANN)\"",Movie,Finished Airing,0
2043,Cat's Eye,"Action, Adventure, Comedy, Mystery, Romance",1
"(Source: ANN)\"",TV,Finished Airing,0
2044,Mahou no Tenshi Creamy Mami,"Comedy, Fantasy, Romance, Sci-Fi",1
"(Source: ANN)\"",TV,Finished Airing,0
2045,Mahou no Tenshi Creamy Mami: Eien no Once More,"Comedy, Fantasy, Romance",0
Two months after Creamy Mami's final concert,rumors began to spread that Mami was making a come back,Megumi,0
"(Source: ANN)\"",OVA,Finished Airing,0
2046,Mahou no Tenshi Creamy Mami: Long Goodbye,"Comedy, Fantasy, Romance",0
2047,Ningyo,Fantasy,0
"(Source: ANN)\"",Movie,Finished Airing,0
2048,Kikou Ryohei Mellowlink,"Action, Sci-Fi",0
Carrying the dogtags of his deceased comrades and armed with a dated anti AT rifle,he swears to hunt down and exact revenge on the corrupt officers that betrayed his squad,"Nov 21, 1988 to Apr 28, 1989",0
2049,Kouryuu Densetsu Villgust,"Action, Adventure, Comedy, Fantasy, Romance",1
"(Source: ANN)\"",OVA,Finished Airing,0
2050,Honoo no Tenkousei,"Action, Comedy, Sports",1
"(Source: ANN)\"",OVA,Finished Airing,0
2051,Akai Kiba: Blue Sonnet,"Action, Drama, Sci-Fi",1
"(Source: ANN)\"",OVA,Finished Airing,0
2052,Nozomi Witches,"Romance, Sports",1
"(Source: AnimeNfo)\"",OVA,Finished Airing,0
2053,Capricorn,"Adventure, Comedy, Fantasy, Sci-Fi",1
"(Source: ANN)\"",OVA,Finished Airing,0
2054,Carol,Fantasy,1
"(Source: AniDB)\"",OVA,Finished Airing,0
2055,Coo: Tooi Umi kara Kita Coo,"Adventure, Drama, Mystery, Slice of Life",1
Coo grows and seems to be a large marine reptile (a baby plesiosaur) which lived there some 65 million years ago. But Coo soon becomes an object of interest for the French secret service,assigned to protect the nuclear interests of France in that otherwise peaceful part of the world.,,0
"(Source: AniDB)\"",Movie,Finished Airing,0
2056,Cosmo Police Justy,"Action, Sci-Fi, Supernatural",1
"(Source: AniDB)\"",OVA,Finished Airing,0
2057,Ojousama Sousamou,"Action, Comedy, Mystery",1
"(Source: ANN)\"",OVA,Finished Airing,0
2058,Delpower X Bakuhatsu Miracle Genki!,"Action, Comedy, Sci-Fi",1
2059,Mainichi ga Nichiyoubi,"Comedy, Romance",1
"(Source: ANN)\"",OVA,Finished Airing,0
2060,Gall Force 1: Eternal Story,"Action, Adventure, Sci-Fi",1
Only seven women remain alive on the ship: Eluza,the captain,the brash pilot,0
After narrowly escaping the battle,the crew of the Star Leaf decides to continue with their orders and rendezvous at planet Chaos to defend it. It turns out,,0
"(Source: AniDB)\"",Movie,Finished Airing,0
2061,Gall Force 2: Destruction,"Action, Sci-Fi",1
"(Source: AniDB)\"",OVA,Finished Airing,0
2062,Gall Force 3: Stardust War,"Action, Sci-Fi",1
"(Source: AniDB)\"",OVA,Finished Airing,0
2063,Rhea Gall Force,"Action, Sci-Fi",1
The year is 2085.,,,0
The third world war between East and West has reduced the cities of Earth to mountains of rubble. The mechanical killing machines created by both sides now ruthlessly hunt down the remnants of humanity. Old hatreds between human factions prevent an effective resistance,and the only hope for survival rests in a desperate plan: evacuate the survivors to Mars Base. There they can rebuild and plan the liberation of the home world.,,0
Among them,one young woman carries the guilt of her father`s hand in the destruction of civilization. Unknown to her,,0
"(Source: AniDB)\"",OVA,Finished Airing,0
2064,Gall Force: Chikyuu Shou,"Action, Sci-Fi",1
"(Source: AniDB)\"",OVA,Finished Airing,0
2065,Gall Force: New Era,"Action, Sci-Fi",1
"(Source: AniDB)\"",OVA,Finished Airing,0
2066,Gall Force: The Revolution,"Action, Adventure, Sci-Fi",1
"(Source: AnimeNfo)\"",OVA,Finished Airing,0
2067,Gekiganger 3: The Movie,"Action, Comedy, Sci-Fi",1
"(Source: ANN)\"",OVA,Finished Airing,0
2068,Sousei Kishi Gaiarth,"Action, Adventure, Fantasy, Sci-Fi",1
Gaiarth - a world where artificially intelligent machines doggedly pursue their programmed imperatives: to protect,or destroy,,0
Gaiarth - a world in which an old and terrible evil has reawakened,threatening to once again bring forth Armageddon!,,0
"(Source: AniDB)\"",OVA,Finished Airing,0
2069,Onna Senshi Efe & Jira: Gude no Monshou,"Adventure, Fantasy",1
"(Source: ANN)\"",Movie,Finished Airing,0
2070,Guy: Youma Kakusei,"Action, Sci-Fi, Hentai",1
"(Source: AniDB)\"",OVA,Finished Airing,0
2071,Hana yori Dango (Movie),"Drama, Romance",1
"(Source: ANN)\"",Movie,Finished Airing,0
2072,Idol Project,"Adventure, Comedy",1
"(Source: AnimeNfo)\"",OVA,Finished Airing,0
2073,Hengen Taima Yakou Karura Mau! Sendai Kokeshi Enka,Horror,1
"(Source: AnimeNfo)\"",OVA,Finished Airing,0
2074,Kero Kero Chime,"Adventure, Comedy, Fantasy",1
"(Source: ANN)\"",TV,Finished Airing,0
2075,Kiko-chan Smile,"Adventure, Comedy, Slice of Life",0
2076,Kindaichi Shounen no Jikenbo,Mystery,1
With the help of his best friend,Miyuki Nanase,abysmal seas,0
2077,Kindaichi Shounen no Jikenbo Movie 1: Operazakan - Aratanaru Satsujin,Mystery,0
"(Source: ANN)\"",Movie,Finished Airing,0
2078,Landlock,"Adventure, Fantasy, Sci-Fi",1
"(Source: ANN)\"",OVA,Finished Airing,0
2079,Majuu Senshi Luna Varga,"Adventure, Comedy, Fantasy, Ecchi",1
"(Source: AniDB)\"",OVA,Finished Airing,0
2080,Majokko Club Yoningumi: A Kuukan kara no Alien X,"Action, Comedy, Sci-Fi",1
"(Source: ANN)\"",OVA,Finished Airing,0
2081,Makeruna! Makendou,Comedy,1
2082,Marriage: Kekkon,"Romance, Slice of Life",1
They persuade her to join a dating service called The Wedding Club,but when her first match seems to be quite a dud,though,0
The young man may not end up following through with the plan,but even if he does there is no guarantee that the headstrong lady in question will say yes.,,0
"(Source: All Movie Guide)\"",OVA,Finished Airing,0
2083,Natsuki Crisis,Action,1
"(Source: AniDB)\"",OVA,Finished Airing,0
2084,NG Knight Ramune & 40,"Action, Adventure, Comedy, Fantasy",1
"(Source: ANN)\"",TV,Finished Airing,0
2085,NG Knight Ramune & 40 EX: Biku Biku Triangle Ai no Arashi Daisakusen,"Adventure, Comedy, Fantasy",1
"(Source: ANN)\"",OVA,Finished Airing,0
2086,NG Knight Ramune & 40 DX: Wakuwaku Jikuu - Honoo no Daisousasen,"Adventure, Comedy, Fantasy",0
"(Source: ANN)\"",OVA,Finished Airing,0
2087,VS Knight Lamune & 40 Fire,"Action, Comedy, Fantasy",0
"(Source: ANN)\"",TV,Finished Airing,0
2088,Nora,"Adventure, Sci-Fi",0
"(Source: ANN)\"",OVA,Finished Airing,0
2089,Choujikuu Seiki Orguss,"Action, Adventure, Romance, Sci-Fi",1
"(Source: ImaginAsian Entertainment)\"",TV,Finished Airing,0
2090,Choujikuu Seiki Orguss 02,"Action, Adventure, Romance, Sci-Fi",1
"(Source: ANN)\"",OVA,Finished Airing,0
2091,Oshare Kozou wa Hanamaru,Romance,1
"(Source: AniDB)\"",OVA,Finished Airing,0
2092,Kiss wa Hitomi ni Shite,"Drama, Romance",1
"(Source: Orphan Fansubs)\"",OVA,Finished Airing,0
2093,Pops,"Romance, Slice of Life",1
"(Source: Orphan Fansubs)\"",OVA,Finished Airing,0
2094,Relic Armor Legaciam,"Action, Sci-Fi",1
"(Source: ANN)\"",OVA,Finished Airing,0
2095,Salamander,"Adventure, Sci-Fi",1
Then in a prequel,a girl from a distant planet brings an ominous warning to the planet Gradius,,0
Then we jump to the future,after the signing of a peace treaty,,0
"(Source: AniDB)\"",OVA,Finished Airing,0
2096,Sequence,"Romance, Sci-Fi",1
"(Source: The Anime Encyclopedia)\"",OVA,Finished Airing,0
2097,Tokumu Sentai Shinesman,"Action, Comedy, Sci-Fi",1
Like most corporate employees,Matsumoto still has meetings to attend and deadlines to meet. But when the Shinesman rage war against the alien race from Planet Voice,Salmon Pink,0
If you thought you'd seen it all in Power Rangers,Kamen Rider,,0
"(Source: Anime Works DVD)\"",OVA,Finished Airing,0
2098,"Shin Kimagure Orange☆Road: Soshite, Ano Natsu no Hajimari","Comedy, Drama, Fantasy, Romance, Slice of Life, Ecchi",1
"(Source: ANN)\"",Movie,Finished Airing,0
2099,Silent Möbius: The Motion Picture,"Adventure, Sci-Fi, Supernatural",1
"(Source: ANN)\"",Movie,Finished Airing,0
2100,Silent Möbius 2,"Adventure, Fantasy, Sci-Fi",0
2101,Singles,Romance,1
"(Source: Orphan Fansubs)\"",OVA,Finished Airing,0
2102,Tattoon Master,"Adventure, Comedy, Slice of Life, Supernatural",1
"(Source: ANN)\"",OVA,Finished Airing,0
2103,TO-Y,Drama,1
Adding to the confusion is an unexplained character who manifests feline traits,"named Niya. Niya presents herself as \"\"To-Y's aijin\"\" (\"\"Niya","\"\" is typed as a \"\"okama\"\" by Niya. A running motif is GASP",0
"(Source: AniDB)\"",OVA,Finished Airing,0
2104,Seto no Hanayome,"Comedy, Romance",1
That night,Nagasumi is visited by his savior,the Seto family propose a solution: Nagasumi must marry Sun or die at the hands of Gouzaburou,0
Now,the newlyweds face the difficult task of keeping their relationship secret. Between Gouzaburou's unending attempts on Nagasumi's life and the eccentric antics of a slew of antagonists,"Apr 2, 2007 to Oct 1, 2007",0
2105,Touka Gettan,"Drama, Romance, Supernatural",1
"(Source: ANN)\"",TV,Finished Airing,0
2106,Kiss Dum: Engage Planet,Sci-Fi,1
A fighter pilot,Aiba Shu,and what relation does it have to the Hardians?,0
Now,the fight for mankind's survival begins.,,0
"(Source: AnimeNfo)\"",TV,Finished Airing,0
2107,One Piece Movie 08: Episode of Alabasta - Sabaku no Oujo to Kaizoku-tachi,"Action, Adventure, Fantasy",1
2108,Rockman.EXE Axess,"Action, Adventure, Comedy, Sci-Fi",0
"(Source: Official Site)\"",TV,Finished Airing,0
2109,Rockman.EXE Stream,"Action, Adventure, Sci-Fi",1
"(Source: Official Site)\"",TV,Finished Airing,0
2110,Rockman.EXE Beast,"Action, Adventure, Sci-Fi",1
"(Source: ANN)\"",TV,Finished Airing,0
2111,Rockman.EXE Movie: Hikari to Yami no Program,"Action, Adventure",1
Nearing the time of sunset,a peaceful city and its people go about their everyday business. Curious bystanders on a sidewalk glimpse a shimmering purple light,,0
'The Program of Light and Dark',,,0
"(Source: Official Site)\"",Movie,Finished Airing,0
2112,Over Drive,Sports,1
Despite his lack of even the fundamentals,Mikoto cannot get over the image of himself on a bicycle. Eventually,26.0,0
2113,Tenkuu Senki Shurato,"Action, Fantasy",1
"(Source: ANN)\"",TV,Finished Airing,0
2114,Tenkuu Senki Shurato: Sousei e no Anto,"Action, Fantasy",1
"(Source: AnimeDB)\"",OVA,Finished Airing,0
2116,Captain Tsubasa,Sports,1
In order to pursue his dream to the best of his elementary school abilities,Tsubasa moves with his mother to Nankatsu city,,0
He encounters not only rivals,but also new friends like the pretty girl Sanae Nakazawa and the talented goalkeeper,"but it will take a lot more than talent to reach it.\"",0
2117,Shin Captain Tsubasa,Sports,1
2118,Captain Tsubasa: Europe Daikessen,Sports,1
"(Source: ANN)\"",Movie,Finished Airing,0
2119,Captain Tsubasa: Ayaushi! Zen Nihon Jr.,Sports,1
"(Source: ANN)\"",Movie,Finished Airing,0
2120,Captain Tsubasa: Asu ni Mukatte Hashire!,Sports,1
"(Source: ANN)\"",Movie,Finished Airing,0
2121,Captain Tsubasa: Sekai Daikessen!! Jr. World Cup,Sports,0
"(Source: ANN)\"",Movie,Finished Airing,0
2122,Captain Tsubasa: Saikyou no Teki! Holland Youth,Sports,1
"(Source: ANN)\"",OVA,Finished Airing,0
2123,Digimon X-Evolution,"Action, Adventure, Fantasy, Sci-Fi",1
The X-Digimon,a new type of Digital Monster,but at the cost of all other digital life. This new X-Digimon will seek out the answers to its own existence as it tries to protect the life of all Digimon,0
"(Source: ANN)\"",Movie,Finished Airing,0
2124,Code Geass: Hangyaku no Lelouch Recaps,Action,0
2125,Yuu☆Yuu☆Hakusho: Eizou Hakusho - Ankoku Bujutsukai no Shou,"Action, Adventure, Supernatural",0
There are also two shorts at the end of each episode,both of which are about 1:20 long.,,0
Eizou Hakusho Series: Ankoku Bujutsukai no Shou - Gekan,,,0
-Group Photo,,,0
Eizou Hakusho Series: Ankoku Bujutsukai no Shou - Joukan,,,0
"-Koto's Interview\"",OVA,Finished Airing,0
2126,Yuu☆Yuu☆Hakusho: Eizou Hakusho II,"Action, Adventure, Comedy, Supernatural",0
The beginning of each episode also contains a short music video about the specific character,"with a song by its seiyuu.\"",UNKNOWN,0
2127,Chouja Raideen,"Action, Adventure, Sci-Fi",1
"(Source: ANN)\"",TV,Finished Airing,0
2128,Yuusha Raideen,"Action, Adventure, Sci-Fi",1
He was assisted by his friends,token girl Mari Sakurano (daughter of a scientist fighting the Demon Empire) and several members of his high school soccer team.,,0
"(Source: AniDB)\"",TV,Finished Airing,0
2129,True Tears,"Drama, Romance",1
Noe curses Shinichirou as well,but two pits are created when you curse someone,she would need the tears of another,0
2130,Kaibutsu Oujo,"Action, Comedy, Horror, Supernatural",1
And if facing off with vampires and zombies isn't bad enough,how can anyone be prepared for the REALLY weird ones,,0
"(Source: RightStuf)\"",TV,Finished Airing,0
2131,Bokusatsu Tenshi Dokuro-chan 2,"Comedy, Ecchi",1
2132,Inukami! The Movie: Tokumei Reiteki Sousakan Karina Shirou!,"Comedy, Romance, Supernatural, Ecchi",1
"(Source: AniDB)\"",Movie,Finished Airing,0
2133,Mari Iyagi,"Drama, Fantasy, Slice of Life",1
"(Source: ANN)\"",Movie,Finished Airing,0
2134,Famiresu Senshi Purin,Hentai,1
To his surprise,they were the fighters who protected the peace of the Earth. They wielded the Kokoro-energy,,0
"(Source: AnimeNfo)\"",OVA,Finished Airing,0
2135,"Sora no Iro, Mizu no Iro",Hentai,1
"(Source: ANN)\"",OVA,Finished Airing,0
2136,Front Innocent: Mou Hitotsu no Lady Innocent,Hentai,1
"(Source: Anime-Legion)\"",OVA,Finished Airing,0
2137,Haitokuzuma,Hentai,1
"(Source: Japananime.com)\"",OVA,Finished Airing,0
2138,Kage (OVA),"Action, Hentai",1
"(Source: ANN)\"",OVA,Finished Airing,0
2139,Kakyuusei 2: Anthology,"Drama, Romance, Hentai",1
However,because they belong to the same club,and confesses her love. Then,0
"(Source: AnimeNfo)\"",OVA,Finished Airing,0
2140,Aniyome,Hentai,0
Miwa,both incredibly beautiful and kind,,0
But it seems the tables may turn when Takashi's voluptuous college professor discovers that Takashi scores in one way over his brother: his sexual prowess. Now with the right clothing,the right hairstyle,,0
"(Source: AniDB)\"",OVA,Finished Airing,0
2141,Oseam,"Adventure, Drama",1
2142,Blue Dragon,"Adventure, Comedy, Fantasy, Supernatural",1
"(Source: ANN)\"",TV,Finished Airing,0
2143,Saiyuuki Reload: Burial,"Action, Adventure, Drama, Fantasy",1
2144,Naruto Movie 3: Dai Koufun! Mikazuki Jima no Animaru Panikku Dattebayo!,"Action, Adventure, Fantasy",1
Just as things are finally settling down,the arrival of Michiru's convoy at the Land of Moon is met with an unforeseen crisis—the greedy Chief Minister Shabadaba has taken over the country with the assistance of mysterious,1.0,0
2145,Black Gate: Kanin no Gakuen,"Fantasy, Supernatural, Hentai",1
"(Source: ANN)\"",OVA,Finished Airing,0
2146,Canary,"Fantasy, Romance",1
"(Source: ANN)\"",OVA,Finished Airing,0
2147,Call Me Tonight,"Comedy, Horror, Romance, Sci-Fi",1
"(Source: AniDB)\"",OVA,Finished Airing,0
2148,Okane ga Nai,"Boys Love, Drama, Romance, Erotica",1
"(Source: ANN)\"",OVA,Finished Airing,0
2150,Tanoshii Muumin Ikka,"Adventure, Comedy, Fantasy, Slice of Life",1
While playing games with his friends,Moomin tries to hide in the silk hat. When his friends come looking for him,,0
Transforming back to normal after scaring his friends and family,Moomin and Snufkin decide to toss the hat in the river. As it drifts away,"Apr 12, 1990 to Oct 3, 1991",0
2151,Nils no Fushigi na Tabi,"Adventure, Fantasy",1
"(Source: ANN)\"",TV,Finished Airing,0
2152,Oh! Edo Rocket,"Comedy, Drama, Fantasy, Sci-Fi",1
"(Source: ANN)\"",TV,Finished Airing,0
2153,Saint Beast: Kouin Jojishi Tenshi Tan,Fantasy,1
The six angels fulfilled their tasks faithfully. However,because of Zeus’s increasingly tyrannical acts,,0
"(Source: AnimeNfo)\"",TV,Finished Airing,0
2154,Tekkon Kinkreet,"Action, Adventure, Award Winning, Supernatural",0
"But their rule of the streets is challenged when the Yakuza come to town and start making changes. The wild Black and the carefree White have no one to rely on but themselves to get their Treasure Town back to the way it was. But their bond is tested as they quickly realize going back to how things were may no longer be an option.\"",Movie,Finished Airing,0
2155,Kono Aozora ni Yakusoku wo: Youkoso Tsugumi Ryou e,Romance,1
Wataru lives with four other girls and their school teacher,but due to Temizugawa Heavy Industry's cancellation of their aviation branch—South Sakojima Island's major company—the families involved with the corporation have to be evacuated in one year. As a result of this,,0
Knowing this,Rinna refuses to become friends with Wataru and the other girls,tries to convince her otherwise.,0
"(Source: ANN)\"",TV,Finished Airing,0
2156,Bakugan Battle Brawlers,"Action, Fantasy",1
Meanwhile,war for domination over Vestroia,the realm becomes increasingly destabilized. Dimensions begin to merge and many Bakugan players come to realize that their pastime is not merely a game.,0
Danma Kuusou,one such Bakugan player,mighty fire Bakugan,0
He soon gets dragged into the conflict,and together with his Bakugan Brawlers team,"Apr 5, 2007 to Mar 27, 2008",0
2157,Koutetsushin Jeeg,Sci-Fi,1
2158,Terra e... (TV),"Action, Drama, Sci-Fi",1
Jomy Marquis Shin,a sensitive young man raised by loving parents,the existence of people like Jomy threatens the new paradigm of humanity. Hunted down by the hounds of the government,0
Now the leader of the Mu resistance years later,Jomy embarks on a journey toward Terra to escape from SD's manhunt led by Keith Anyan,"Apr 7, 2007 to Sep 22, 2007",0
2159,Ookiku Furikabutte,Sports,1
Although unwilling at first,Mihashi realizes that this is a place where he will be accepted for who he is; with help from the catcher Takaya Abe,TV,0
2161,Skull Man,"Action, Mystery",1
To investigate a bizarre slaying,journalist Minagami Hayato and photographer Kiriko Mamiya must stalk this ultimate predator,,0
"(Source: Sentai Filmworks)\"",TV,Finished Airing,0
2162,Koutetsu Sangokushi,Adventure,0
It is a time of chaos and of civil war. It is a time when great armies clash in titanic battles and great heroes carve their names in history. It is also a time of death and destruction,when the people of the land live in constant fear of the sword. Onto this stage steps the reluctant Rikuson (Lu Xun),,0
"(Source: AniDB)\"",TV,Finished Airing,0
2163,AIKa R-16: Virgin Mission,"Action, Comedy, Ecchi",1
Since she had taken the trouble to get her license,she decides to post an ad in her school to attract clients. She manages to get the attention of Erika,,0
However,upon seeing the state-of-the-art submarine loaded onto Erika's private cruiser and discovering their destination,,0
Who is the mysterious girl named Karen? So begins Aika's newest challenge!,,,0
"(Source: AnimeNfo)\"",OVA,Finished Airing,0
2164,Dennou Coil,"Adventure, Award Winning, Drama, Mystery, Sci-Fi",1
"Mega-baa also hosts an unofficial detective agency called \"\"Coil","\"\" a group of children around Yasako's age who find and handle corruption of the virtual world. Yasako gets involved with the group when Fumie Hashimoto",,0
Can Coil discover the truths behind the mysterious viruses and corruption,and if they can,"May 12, 2007 to Dec 1, 2007",0
2165,Gegege no Kitarou (2007),"Comedy, Fantasy, Horror",1
2166,Doujin Work,"Comedy, Slice of Life",1
"(Source: ANN)\"",TV,Finished Airing,0
2167,Clannad,"Drama, Romance, Supernatural",1
One day while walking to school,"Tomoya passes a young girl muttering quietly to herself. Without warning she exclaims \"\"Anpan!\"\" (a popular Japanese food) which catches Tomoya's attention. He soon discovers the girl's name is Nagisa Furukawa and that she exclaims things she likes in order to motivate herself. Nagisa claims they are now friends",,0
However,Tomoya finds he is noticing Nagisa more and more around school. Eventually he concedes and befriends her. Tomoya learns Nagisa has been held back a year due to a severe illness and that her dream is to revive the school's drama club. Claiming he has nothing better to do,,0
As Tomoya spends more time with the girls,he learns more about them and their problems. As he attempts to help each girl overcome her respective obstacle,"Oct 5, 2007 to Mar 28, 2008",0
2168,Sakura Taisen: New York,"Adventure, Comedy, Sci-Fi",1
"(Source: ANN)\"",OVA,Finished Airing,0
2169,Ice,"Action, Girls Love, Sci-Fi",1
They live huddled in small corners of a world mostly reclaimed by nature.,,,0
There are those who accept their inevitable extinction and live a carefree life...,,,0
There are those who try to continue on the race with the help of science...,,,0
It is a society of constant conflict over their differences of principles and policies.,,,0
"The story takes place in the center of Tokyo. It is one of the places left for them. The conflict over the specimen of \"\"ICE\"\" and the chance it may provide to save humanity begins.",,,0
"(Source: AnimeNfo)\"",OVA,Finished Airing,0
2170,Sousei no Aquarion OVA,"Action, Romance, Sci-Fi, Supernatural",0
"(Source: ANN)\"",OVA,Finished Airing,0
2171,Detective Conan Movie 11: Jolly Roger in the Deep Azure,"Adventure, Comedy, Mystery",1
On a trip to the island,the famous Kogorou Mouri is joined by his daughter Ran,the group encounters treasure hunters and becomes acquainted with the island's treasure fever. Sent on a hunt of their very own,0
What follows is a mad dash by not only the treasure hunters but also the inhabitants of Koumi to secure Anne and Mary's long lost booty. All the while,however,Movie,0
2172,Crayon Shin-chan Movie 15: Arashi wo Yobu Utau Ketsu dake Bakudan!,"Comedy, Ecchi",1
"(Source: Manabu Tsuribe)\"",Movie,Finished Airing,0
2173,Kouchuu Ouja Mushiking Super Battle Movie: Yami no Kaizou Kouchuu,"Adventure, Fantasy",0
Sounds like trouble for Mushiking!,,,0
Lets put our strengths together and fight Adder!,,,0
Deep in the Forest exists a paradise for the fairies and insects. There,Popo the Fairy,a happy-go-lucky beetle named Iron Stripe Stag-Beetle (Iron Stripe) from another forest appears in front of Popo,0
"(Source: Official Site)\"",Movie,Finished Airing,0
2174,Hokuto no Ken: Raoh Gaiden Gekitou-hen,"Action, Adventure, Romance",0
"(Source: Wikipedia)\"",Movie,Finished Airing,0
2175,Kino no Tabi: The Beautiful World - Byouki no Kuni - For You,"Adventure, Drama, Fantasy",1
However,despite being in a beautiful and clean environment,as an experienced traveler,0
2176,Kiddy Grade: Ignition,"Action, Sci-Fi",0
2178,Highlander: The Search for Vengeance,"Action, Horror, Sci-Fi",1
"(Source: ANN)\"",Movie,Finished Airing,0
2179,Tokimeki Memorial: Forever With You,"Drama, Romance",1
"(Souce: AnimeNfo)\"",OVA,Finished Airing,0
2180,Slow Step,"Comedy, Romance, Slice of Life, Sports",1
2181,TANK S.W.A.T. 01,UNKNOWN,0
2182,Robot Carnival,"Fantasy, Sci-Fi",0
(Source: ANN),,,0
1: Opening (Atsuko Fukushima and Katsuhiro Otomo),,,0
2: Franken's Gears (Koji Morimoto),,,0
3: Deprive (Hidetoshi Omori),,,0
4: Presence (Yasuomi Umetsu),,,0
5: Star Light Angel (Hiroyuki Kitazume),,,0
6: Cloud (Mao Lamdo),,,0
7: A Tale of Two Robots (Hiroyuki Kitakubo),,,0
8: Nightmare (Takashi Nakamura),,,0
"9: Ending (Atsuko Fukushima and Katsuhiro Otomo)\"",OVA,Finished Airing,0
2183,Ayane-chan High Kick!,"Comedy, Sports",1
Enter Kunimitsu Tangay: a veteran trainer who is prepared to mold young Ayane into a championship caliber fighter. But his rigorous regimen isn't preparing her for wrestling... but for kickboxing instead! Feeling betrayed,Ayane is furious when Kunimitsu enters in a kickboxing tournament. But Ayane's school ABSOLUTELY FORBIDS such violent extracurricular activities. What will she do when Sakurako Miyagawa,,0
"(Source: U.S. Manga Corps)\"",OVA,Finished Airing,0
2185,Words Worth Gaiden,"Action, Adventure, Fantasy, Hentai",1
The two Tribes blamed each other for the tablet’s destruction,and started a war that has been on-going for 100 years.,,0
Astral,prince of the Tribe of Shadow,a beautiful swordswoman who generally like Astral but wishes he was stronger.,0
"(Source: Urhentai)\"",OVA,Finished Airing,0
2186,Maid no Yakata: Zetsubou-hen,Hentai,1
Now completely under Takaaki's control,Momoko has no choice but to satisfy his every twisted sexual fantasy. Yet Momoko isn't the only one he's drafting into this new maid service. Using blackmail and bribery,,0
"(Source: AniDB)\"",OVA,Finished Airing,0
2187,Shuudan Chikan Densha,Hentai,1
"(Source: AniDB)\"",OVA,Finished Airing,0
2188,Maid in Heaven SuperS,Hentai,1
"(Source: Animetric)\"",OVA,Finished Airing,0
2189,Shinseiki Inma Seiden,"Supernatural, Hentai",1
"(Source: NuTech Digital)\"",OVA,Finished Airing,0
2190,Tsubaki Iro no Purijioone,Hentai,1
"(Source: ANN)\"",OVA,Finished Airing,0
2191,Waver,Hentai,1
"(Source: AniDB)\"",OVA,Finished Airing,0
2193,Saiunkoku Monogatari Recaps,"Adventure, Fantasy, Romance",0
2194,Mejoku,Hentai,0
I became a teacher to be like a passionate teacher in TV dramas,and I worked hard for the school. However,Migiwa Anzu,0
"(Source: AnimeNfo)\"",OVA,Finished Airing,0
2195,Heisa Byouin,Hentai,0
Nimura and Mayu are having major relationship problems. Too nervous to have sex with Mayu,Nimura decides that it'll be better if they just break up. But while they might want to go their own separate ways,,0
But the gossip isn't really having much of an impact on either of them since the hospital's sexy staff and horny patients are keeping them on call night and day! The young nurse Satsuki taunts Nimura relentlessly with her hot body… the voluptuous head-nurse Ryoko seems to have her mind set on landing him in bed... not to mention that the patients can't get enough of him! All of this attention is great,"but Nimura is still struggling with his feelings for Mayu and seeing her every day is making him more anxious than ever. Will this young couple find a way to patch things up despite all of the sexual distractions?\"",UNKNOWN,0
2196,Genmu Senki Leda,"Action, Adventure, Fantasy, Sci-Fi",1
